dataset_id,method,family,claim_gate,boundary_shift,gate_pass,component_count,limiting_margin,components,n_definition,baseline_pass,unchanged_from_baseline,decision_change
heart_cell_atlas_subsampled,PCA,factor,donor_aware_gate,-0.025,True,2,0.1616284698,cell_type_label_recall;donor_entropy_norm,one applicable method-dataset-claim gate decision,True,True,unchanged
heart_cell_atlas_subsampled,GLM-PCA,factor,donor_aware_gate,-0.025,True,2,0.1353682279,cell_type_label_recall;donor_entropy_norm,one applicable method-dataset-claim gate decision,True,True,unchanged
heart_cell_atlas_subsampled,scScope,deep,donor_aware_gate,-0.025,True,2,0.02580131744,cell_type_label_recall;donor_entropy_norm,one applicable method-dataset-claim gate decision,True,True,unchanged
heart_cell_atlas_subsampled,SAUCIE,deep,donor_aware_gate,-0.025,True,2,0.1357422126,cell_type_label_recall;donor_entropy_norm,one applicable method-dataset-claim gate decision,True,True,unchanged
heart_cell_atlas_subsampled,UMAP,graph,donor_aware_gate,-0.025,True,2,0.01917230551,cell_type_label_recall;donor_entropy_norm,one applicable method-dataset-claim gate decision,False,False,gained_support
heart_cell_atlas_subsampled,PHATE,graph,donor_aware_gate,-0.025,True,2,0.0507897517,cell_type_label_recall;donor_entropy_norm,one applicable method-dataset-claim gate decision,True,True,unchanged
heart_cell_atlas_subsampled,t-SNE,relational,donor_aware_gate,-0.025,False,2,-0.02502674128,cell_type_label_recall;donor_entropy_norm,one applicable method-dataset-claim gate decision,False,True,unchanged
heart_cell_atlas_subsampled,PaCMAP,relational,donor_aware_gate,-0.025,True,2,0.01689169186,cell_type_label_recall;donor_entropy_norm,one applicable method-dataset-claim gate decision,False,False,gained_support
pbmc3k,PCA,factor,local_neighbourhood_gate,0,False,2,-0.2449077584,local_retention;trustworthiness,one applicable method-dataset-claim gate decision,False,True,unchanged
pbmc3k,PCA,factor,label_support_gate,0,True,1,0.243631539,label_neighbor_recall,one applicable method-dataset-claim gate decision,True,True,unchanged
pbmc3k,GLM-PCA,factor,local_neighbourhood_gate,0,False,2,-0.2564569118,local_retention;trustworthiness,one applicable method-dataset-claim gate decision,False,True,unchanged
pbmc3k,GLM-PCA,factor,label_support_gate,0,True,1,0.3133055345,label_neighbor_recall,one applicable method-dataset-claim gate decision,True,True,unchanged
pbmc3k,scScope,deep,local_neighbourhood_gate,0,False,2,-0.2637098812,local_retention;trustworthiness,one applicable method-dataset-claim gate decision,False,True,unchanged
pbmc3k,scScope,deep,label_support_gate,0,True,1,0.1661991408,label_neighbor_recall,one applicable method-dataset-claim gate decision,True,True,unchanged
pbmc3k,SAUCIE,deep,local_neighbourhood_gate,0,False,2,-0.2250442254,local_retention;trustworthiness,one applicable method-dataset-claim gate decision,False,True,unchanged
pbmc3k,SAUCIE,deep,label_support_gate,0,True,1,0.3606899166,label_neighbor_recall,one applicable method-dataset-claim gate decision,True,True,unchanged
pbmc3k,UMAP,graph,local_neighbourhood_gate,0,False,2,-0.1816527672,local_retention;trustworthiness,one applicable method-dataset-claim gate decision,False,True,unchanged
pbmc3k,UMAP,graph,label_support_gate,0,True,1,0.3718347233,label_neighbor_recall,one applicable method-dataset-claim gate decision,True,True,unchanged
pbmc3k,PHATE,graph,local_neighbourhood_gate,0,False,2,-0.2099570382,local_retention;trustworthiness,one applicable method-dataset-claim gate decision,False,True,unchanged
pbmc3k,PHATE,graph,label_support_gate,0,True,1,0.3774703058,label_neighbor_recall,one applicable method-dataset-claim gate decision,True,True,unchanged
pbmc3k,t-SNE,relational,local_neighbourhood_gate,0,False,2,-0.08387667425,local_retention;trustworthiness,one applicable method-dataset-claim gate decision,False,True,unchanged
pbmc3k,t-SNE,relational,label_support_gate,0,True,1,0.3645564822,label_neighbor_recall,one applicable method-dataset-claim gate decision,True,True,unchanged
pbmc3k,PaCMAP,relational,local_neighbourhood_gate,0,False,2,-0.186353298,local_retention;trustworthiness,one applicable method-dataset-claim gate decision,False,True,unchanged
pbmc3k,PaCMAP,relational,label_support_gate,0,True,1,0.3670836492,label_neighbor_recall,one applicable method-dataset-claim gate decision,True,True,unchanged
paul15,PCA,factor,local_neighbourhood_gate,0,False,2,-0.2151159951,local_retention;trustworthiness,one applicable method-dataset-claim gate decision,False,True,unchanged
paul15,PCA,factor,label_support_gate,0,False,1,-0.2046764347,label_neighbor_recall,one applicable method-dataset-claim gate decision,False,True,unchanged
paul15,GLM-PCA,factor,local_neighbourhood_gate,0,False,2,-0.2377045177,local_retention;trustworthiness,one applicable method-dataset-claim gate decision,False,True,unchanged
paul15,GLM-PCA,factor,label_support_gate,0,False,1,-0.004334554335,label_neighbor_recall,one applicable method-dataset-claim gate decision,False,True,unchanged
paul15,scScope,deep,local_neighbourhood_gate,0,False,2,-0.2246153846,local_retention;trustworthiness,one applicable method-dataset-claim gate decision,False,True,unchanged
paul15,scScope,deep,label_support_gate,0,True,1,0.05964590965,label_neighbor_recall,one applicable method-dataset-claim gate decision,True,True,unchanged
paul15,SAUCIE,deep,local_neighbourhood_gate,0,False,2,-0.1956043956,local_retention;trustworthiness,one applicable method-dataset-claim gate decision,False,True,unchanged
paul15,SAUCIE,deep,label_support_gate,0,False,1,-0.04594627595,label_neighbor_recall,one applicable method-dataset-claim gate decision,False,True,unchanged
paul15,UMAP,graph,local_neighbourhood_gate,0,False,2,-0.1084981685,local_retention;trustworthiness,one applicable method-dataset-claim gate decision,False,True,unchanged
paul15,UMAP,graph,label_support_gate,0,False,1,-0.0426984127,label_neighbor_recall,one applicable method-dataset-claim gate decision,False,True,unchanged
paul15,PHATE,graph,local_neighbourhood_gate,0,False,2,-0.2084004884,local_retention;trustworthiness,one applicable method-dataset-claim gate decision,False,True,unchanged
paul15,PHATE,graph,label_support_gate,0,False,1,-0.1716117216,label_neighbor_recall,one applicable method-dataset-claim gate decision,False,True,unchanged
paul15,t-SNE,relational,local_neighbourhood_gate,0,True,2,0.006373626374,local_retention;trustworthiness,one applicable method-dataset-claim gate decision,True,True,unchanged
paul15,t-SNE,relational,label_support_gate,0,False,1,-0.02716727717,label_neighbor_recall,one applicable method-dataset-claim gate decision,False,True,unchanged
paul15,PaCMAP,relational,local_neighbourhood_gate,0,False,2,-0.1214163614,local_retention;trustworthiness,one applicable method-dataset-claim gate decision,False,True,unchanged
paul15,PaCMAP,relational,label_support_gate,0,False,1,-0.01241758242,label_neighbor_recall,one applicable method-dataset-claim gate decision,False,True,unchanged
heart_cell_atlas_subsampled,PCA,factor,local_neighbourhood_gate,0,False,2,-0.2481333333,local_retention;trustworthiness,one applicable method-dataset-claim gate decision,False,True,unchanged
heart_cell_atlas_subsampled,PCA,factor,label_support_gate,0,True,1,0.156425,label_neighbor_recall,one applicable method-dataset-claim gate decision,True,True,unchanged
heart_cell_atlas_subsampled,GLM-PCA,factor,local_neighbourhood_gate,0,False,2,-0.249225,local_retention;trustworthiness,one applicable method-dataset-claim gate decision,False,True,unchanged
heart_cell_atlas_subsampled,GLM-PCA,factor,label_support_gate,0,True,1,0.248025,label_neighbor_recall,one applicable method-dataset-claim gate decision,True,True,unchanged
heart_cell_atlas_subsampled,scScope,deep,local_neighbourhood_gate,0,False,2,-0.2016833333,local_retention;trustworthiness,one applicable method-dataset-claim gate decision,False,True,unchanged
heart_cell_atlas_subsampled,scScope,deep,label_support_gate,0,True,1,0.3042833333,label_neighbor_recall,one applicable method-dataset-claim gate decision,True,True,unchanged
heart_cell_atlas_subsampled,SAUCIE,deep,local_neighbourhood_gate,0,False,2,-0.2342333333,local_retention;trustworthiness,one applicable method-dataset-claim gate decision,False,True,unchanged
heart_cell_atlas_subsampled,SAUCIE,deep,label_support_gate,0,True,1,0.307975,label_neighbor_recall,one applicable method-dataset-claim gate decision,True,True,unchanged
heart_cell_atlas_subsampled,UMAP,graph,local_neighbourhood_gate,0,False,2,-0.04005,local_retention;trustworthiness,one applicable method-dataset-claim gate decision,False,True,unchanged
heart_cell_atlas_subsampled,UMAP,graph,label_support_gate,0,True,1,0.400725,label_neighbor_recall,one applicable method-dataset-claim gate decision,True,True,unchanged
heart_cell_atlas_subsampled,PHATE,graph,local_neighbourhood_gate,0,False,2,-0.09665833333,local_retention;trustworthiness,one applicable method-dataset-claim gate decision,False,True,unchanged
heart_cell_atlas_subsampled,PHATE,graph,label_support_gate,0,True,1,0.3880083333,label_neighbor_recall,one applicable method-dataset-claim gate decision,True,True,unchanged
heart_cell_atlas_subsampled,t-SNE,relational,local_neighbourhood_gate,0,True,2,0.08337312795,local_retention;trustworthiness,one applicable method-dataset-claim gate decision,True,True,unchanged
heart_cell_atlas_subsampled,t-SNE,relational,label_support_gate,0,True,1,0.4117583333,label_neighbor_recall,one applicable method-dataset-claim gate decision,True,True,unchanged
heart_cell_atlas_subsampled,PaCMAP,relational,local_neighbourhood_gate,0,False,2,-0.06873333333,local_retention;trustworthiness,one applicable method-dataset-claim gate decision,False,True,unchanged
heart_cell_atlas_subsampled,PaCMAP,relational,label_support_gate,0,True,1,0.3998083333,label_neighbor_recall,one applicable method-dataset-claim gate decision,True,True,unchanged
pbmc3k,PCA,factor,global_geometry_gate,0,True,1,0.2016416813,global_rank_corr,one applicable method-dataset-claim gate decision,True,True,unchanged
pbmc3k,GLM-PCA,factor,global_geometry_gate,0,True,1,0.08060424537,global_rank_corr,one applicable method-dataset-claim gate decision,True,True,unchanged
pbmc3k,scScope,deep,global_geometry_gate,0,False,1,-0.1859395585,global_rank_corr,one applicable method-dataset-claim gate decision,False,True,unchanged
pbmc3k,SAUCIE,deep,global_geometry_gate,0,True,1,0.1897636671,global_rank_corr,one applicable method-dataset-claim gate decision,True,True,unchanged
pbmc3k,UMAP,graph,global_geometry_gate,0,True,1,0.07468268428,global_rank_corr,one applicable method-dataset-claim gate decision,True,True,unchanged
pbmc3k,PHATE,graph,global_geometry_gate,0,True,1,0.09627028579,global_rank_corr,one applicable method-dataset-claim gate decision,True,True,unchanged
pbmc3k,t-SNE,relational,global_geometry_gate,0,True,1,0.1375265287,global_rank_corr,one applicable method-dataset-claim gate decision,True,True,unchanged
pbmc3k,PaCMAP,relational,global_geometry_gate,0,True,1,0.181109789,global_rank_corr,one applicable method-dataset-claim gate decision,True,True,unchanged
paul15,PCA,factor,global_geometry_gate,0,True,1,0.2474668149,global_rank_corr,one applicable method-dataset-claim gate decision,True,True,unchanged
paul15,GLM-PCA,factor,global_geometry_gate,0,True,1,0.2030593231,global_rank_corr,one applicable method-dataset-claim gate decision,True,True,unchanged
paul15,scScope,deep,global_geometry_gate,0,True,1,0.09475859042,global_rank_corr,one applicable method-dataset-claim gate decision,True,True,unchanged
paul15,SAUCIE,deep,global_geometry_gate,0,True,1,0.1213198126,global_rank_corr,one applicable method-dataset-claim gate decision,True,True,unchanged
paul15,UMAP,graph,global_geometry_gate,0,True,1,0.188040125,global_rank_corr,one applicable method-dataset-claim gate decision,True,True,unchanged
paul15,PHATE,graph,global_geometry_gate,0,True,1,0.1513020684,global_rank_corr,one applicable method-dataset-claim gate decision,True,True,unchanged
paul15,t-SNE,relational,global_geometry_gate,0,True,1,0.1716594589,global_rank_corr,one applicable method-dataset-claim gate decision,True,True,unchanged
paul15,PaCMAP,relational,global_geometry_gate,0,True,1,0.2332359127,global_rank_corr,one applicable method-dataset-claim gate decision,True,True,unchanged
heart_cell_atlas_subsampled,PCA,factor,global_geometry_gate,0,True,1,0.2885727893,global_rank_corr,one applicable method-dataset-claim gate decision,True,True,unchanged
heart_cell_atlas_subsampled,GLM-PCA,factor,global_geometry_gate,0,True,1,0.06736442636,global_rank_corr,one applicable method-dataset-claim gate decision,True,True,unchanged
heart_cell_atlas_subsampled,scScope,deep,global_geometry_gate,0,False,1,-0.1216281274,global_rank_corr,one applicable method-dataset-claim gate decision,False,True,unchanged
heart_cell_atlas_subsampled,SAUCIE,deep,global_geometry_gate,0,True,1,0.04778152761,global_rank_corr,one applicable method-dataset-claim gate decision,True,True,unchanged
heart_cell_atlas_subsampled,UMAP,graph,global_geometry_gate,0,False,1,-0.146602087,global_rank_corr,one applicable method-dataset-claim gate decision,False,True,unchanged
heart_cell_atlas_subsampled,PHATE,graph,global_geometry_gate,0,True,1,0.08490839921,global_rank_corr,one applicable method-dataset-claim gate decision,True,True,unchanged
heart_cell_atlas_subsampled,t-SNE,relational,global_geometry_gate,0,True,1,0.05067036297,global_rank_corr,one applicable method-dataset-claim gate decision,True,True,unchanged
heart_cell_atlas_subsampled,PaCMAP,relational,global_geometry_gate,0,True,1,0.1128977729,global_rank_corr,one applicable method-dataset-claim gate decision,True,True,unchanged
paul15,PCA,factor,continuum_gate,0,False,2,-0.09725717684,pseudotime_rank_corr;pseudotime_neighborhood_retention,one applicable method-dataset-claim gate decision,False,True,unchanged
paul15,GLM-PCA,factor,continuum_gate,0,False,2,-0.05431731892,pseudotime_rank_corr;pseudotime_neighborhood_retention,one applicable method-dataset-claim gate decision,False,True,unchanged
paul15,scScope,deep,continuum_gate,0,False,2,-0.2410982037,pseudotime_rank_corr;pseudotime_neighborhood_retention,one applicable method-dataset-claim gate decision,False,True,unchanged
paul15,SAUCIE,deep,continuum_gate,0,False,2,-0.2052322406,pseudotime_rank_corr;pseudotime_neighborhood_retention,one applicable method-dataset-claim gate decision,False,True,unchanged
paul15,UMAP,graph,continuum_gate,0,False,2,-0.1866502033,pseudotime_rank_corr;pseudotime_neighborhood_retention,one applicable method-dataset-claim gate decision,False,True,unchanged
paul15,PHATE,graph,continuum_gate,0,False,2,-0.1553694925,pseudotime_rank_corr;pseudotime_neighborhood_retention,one applicable method-dataset-claim gate decision,False,True,unchanged
paul15,t-SNE,relational,continuum_gate,0,False,2,-0.2215612168,pseudotime_rank_corr;pseudotime_neighborhood_retention,one applicable method-dataset-claim gate decision,False,True,unchanged
paul15,PaCMAP,relational,continuum_gate,0,False,2,-0.1282180749,pseudotime_rank_corr;pseudotime_neighborhood_retention,one applicable method-dataset-claim gate decision,False,True,unchanged
heart_cell_atlas_subsampled,PCA,factor,donor_aware_gate,0,True,2,0.1366284698,cell_type_label_recall;donor_entropy_norm,one applicable method-dataset-claim gate decision,True,True,unchanged
heart_cell_atlas_subsampled,GLM-PCA,factor,donor_aware_gate,0,True,2,0.1103682279,cell_type_label_recall;donor_entropy_norm,one applicable method-dataset-claim gate decision,True,True,unchanged
heart_cell_atlas_subsampled,scScope,deep,donor_aware_gate,0,True,2,0.0008013174428,cell_type_label_recall;donor_entropy_norm,one applicable method-dataset-claim gate decision,True,True,unchanged
heart_cell_atlas_subsampled,SAUCIE,deep,donor_aware_gate,0,True,2,0.1107422126,cell_type_label_recall;donor_entropy_norm,one applicable method-dataset-claim gate decision,True,True,unchanged
heart_cell_atlas_subsampled,UMAP,graph,donor_aware_gate,0,False,2,-0.005827694494,cell_type_label_recall;donor_entropy_norm,one applicable method-dataset-claim gate decision,False,True,unchanged
heart_cell_atlas_subsampled,PHATE,graph,donor_aware_gate,0,True,2,0.0257897517,cell_type_label_recall;donor_entropy_norm,one applicable method-dataset-claim gate decision,True,True,unchanged
heart_cell_atlas_subsampled,t-SNE,relational,donor_aware_gate,0,False,2,-0.05002674128,cell_type_label_recall;donor_entropy_norm,one applicable method-dataset-claim gate decision,False,True,unchanged
heart_cell_atlas_subsampled,PaCMAP,relational,donor_aware_gate,0,False,2,-0.008108308139,cell_type_label_recall;donor_entropy_norm,one applicable method-dataset-claim gate decision,False,True,unchanged
pbmc3k,PCA,factor,local_neighbourhood_gate,0.025,False,2,-0.2699077584,local_retention;trustworthiness,one applicable method-dataset-claim gate decision,False,True,unchanged
pbmc3k,PCA,factor,label_support_gate,0.025,True,1,0.218631539,label_neighbor_recall,one applicable method-dataset-claim gate decision,True,True,unchanged
pbmc3k,GLM-PCA,factor,local_neighbourhood_gate,0.025,False,2,-0.2814569118,local_retention;trustworthiness,one applicable method-dataset-claim gate decision,False,True,unchanged
pbmc3k,GLM-PCA,factor,label_support_gate,0.025,True,1,0.2883055345,label_neighbor_recall,one applicable method-dataset-claim gate decision,True,True,unchanged
pbmc3k,scScope,deep,local_neighbourhood_gate,0.025,False,2,-0.2887098812,local_retention;trustworthiness,one applicable method-dataset-claim gate decision,False,True,unchanged
pbmc3k,scScope,deep,label_support_gate,0.025,True,1,0.1411991408,label_neighbor_recall,one applicable method-dataset-claim gate decision,True,True,unchanged
pbmc3k,SAUCIE,deep,local_neighbourhood_gate,0.025,False,2,-0.2500442254,local_retention;trustworthiness,one applicable method-dataset-claim gate decision,False,True,unchanged
pbmc3k,SAUCIE,deep,label_support_gate,0.025,True,1,0.3356899166,label_neighbor_recall,one applicable method-dataset-claim gate decision,True,True,unchanged
pbmc3k,UMAP,graph,local_neighbourhood_gate,0.025,False,2,-0.2066527672,local_retention;trustworthiness,one applicable method-dataset-claim gate decision,False,True,unchanged
pbmc3k,UMAP,graph,label_support_gate,0.025,True,1,0.3468347233,label_neighbor_recall,one applicable method-dataset-claim gate decision,True,True,unchanged
pbmc3k,PHATE,graph,local_neighbourhood_gate,0.025,False,2,-0.2349570382,local_retention;trustworthiness,one applicable method-dataset-claim gate decision,False,True,unchanged
pbmc3k,PHATE,graph,label_support_gate,0.025,True,1,0.3524703058,label_neighbor_recall,one applicable method-dataset-claim gate decision,True,True,unchanged
pbmc3k,t-SNE,relational,local_neighbourhood_gate,0.025,False,2,-0.1088766742,local_retention;trustworthiness,one applicable method-dataset-claim gate decision,False,True,unchanged
pbmc3k,t-SNE,relational,label_support_gate,0.025,True,1,0.3395564822,label_neighbor_recall,one applicable method-dataset-claim gate decision,True,True,unchanged
pbmc3k,PaCMAP,relational,local_neighbourhood_gate,0.025,False,2,-0.211353298,local_retention;trustworthiness,one applicable method-dataset-claim gate decision,False,True,unchanged
pbmc3k,PaCMAP,relational,label_support_gate,0.025,True,1,0.3420836492,label_neighbor_recall,one applicable method-dataset-claim gate decision,True,True,unchanged
paul15,PCA,factor,local_neighbourhood_gate,0.025,False,2,-0.2401159951,local_retention;trustworthiness,one applicable method-dataset-claim gate decision,False,True,unchanged
paul15,PCA,factor,label_support_gate,0.025,False,1,-0.2296764347,label_neighbor_recall,one applicable method-dataset-claim gate decision,False,True,unchanged
paul15,GLM-PCA,factor,local_neighbourhood_gate,0.025,False,2,-0.2627045177,local_retention;trustworthiness,one applicable method-dataset-claim gate decision,False,True,unchanged
paul15,GLM-PCA,factor,label_support_gate,0.025,False,1,-0.02933455433,label_neighbor_recall,one applicable method-dataset-claim gate decision,False,True,unchanged
paul15,scScope,deep,local_neighbourhood_gate,0.025,False,2,-0.2496153846,local_retention;trustworthiness,one applicable method-dataset-claim gate decision,False,True,unchanged
paul15,scScope,deep,label_support_gate,0.025,True,1,0.03464590965,label_neighbor_recall,one applicable method-dataset-claim gate decision,True,True,unchanged
paul15,SAUCIE,deep,local_neighbourhood_gate,0.025,False,2,-0.2206043956,local_retention;trustworthiness,one applicable method-dataset-claim gate decision,False,True,unchanged
paul15,SAUCIE,deep,label_support_gate,0.025,False,1,-0.07094627595,label_neighbor_recall,one applicable method-dataset-claim gate decision,False,True,unchanged
paul15,UMAP,graph,local_neighbourhood_gate,0.025,False,2,-0.1334981685,local_retention;trustworthiness,one applicable method-dataset-claim gate decision,False,True,unchanged
paul15,UMAP,graph,label_support_gate,0.025,False,1,-0.0676984127,label_neighbor_recall,one applicable method-dataset-claim gate decision,False,True,unchanged
paul15,PHATE,graph,local_neighbourhood_gate,0.025,False,2,-0.2334004884,local_retention;trustworthiness,one applicable method-dataset-claim gate decision,False,True,unchanged
paul15,PHATE,graph,label_support_gate,0.025,False,1,-0.1966117216,label_neighbor_recall,one applicable method-dataset-claim gate decision,False,True,unchanged
paul15,t-SNE,relational,local_neighbourhood_gate,0.025,False,2,-0.01862637363,local_retention;trustworthiness,one applicable method-dataset-claim gate decision,True,False,lost_support
paul15,t-SNE,relational,label_support_gate,0.025,False,1,-0.05216727717,label_neighbor_recall,one applicable method-dataset-claim gate decision,False,True,unchanged
paul15,PaCMAP,relational,local_neighbourhood_gate,0.025,False,2,-0.1464163614,local_retention;trustworthiness,one applicable method-dataset-claim gate decision,False,True,unchanged
paul15,PaCMAP,relational,label_support_gate,0.025,False,1,-0.03741758242,label_neighbor_recall,one applicable method-dataset-claim gate decision,False,True,unchanged
heart_cell_atlas_subsampled,PCA,factor,local_neighbourhood_gate,0.025,False,2,-0.2731333333,local_retention;trustworthiness,one applicable method-dataset-claim gate decision,False,True,unchanged
heart_cell_atlas_subsampled,PCA,factor,label_support_gate,0.025,True,1,0.131425,label_neighbor_recall,one applicable method-dataset-claim gate decision,True,True,unchanged
heart_cell_atlas_subsampled,GLM-PCA,factor,local_neighbourhood_gate,0.025,False,2,-0.274225,local_retention;trustworthiness,one applicable method-dataset-claim gate decision,False,True,unchanged
heart_cell_atlas_subsampled,GLM-PCA,factor,label_support_gate,0.025,True,1,0.223025,label_neighbor_recall,one applicable method-dataset-claim gate decision,True,True,unchanged
heart_cell_atlas_subsampled,scScope,deep,local_neighbourhood_gate,0.025,False,2,-0.2266833333,local_retention;trustworthiness,one applicable method-dataset-claim gate decision,False,True,unchanged
heart_cell_atlas_subsampled,scScope,deep,label_support_gate,0.025,True,1,0.2792833333,label_neighbor_recall,one applicable method-dataset-claim gate decision,True,True,unchanged
heart_cell_atlas_subsampled,SAUCIE,deep,local_neighbourhood_gate,0.025,False,2,-0.2592333333,local_retention;trustworthiness,one applicable method-dataset-claim gate decision,False,True,unchanged
heart_cell_atlas_subsampled,SAUCIE,deep,label_support_gate,0.025,True,1,0.282975,label_neighbor_recall,one applicable method-dataset-claim gate decision,True,True,unchanged
heart_cell_atlas_subsampled,UMAP,graph,local_neighbourhood_gate,0.025,False,2,-0.06505,local_retention;trustworthiness,one applicable method-dataset-claim gate decision,False,True,unchanged
heart_cell_atlas_subsampled,UMAP,graph,label_support_gate,0.025,True,1,0.375725,label_neighbor_recall,one applicable method-dataset-claim gate decision,True,True,unchanged
heart_cell_atlas_subsampled,PHATE,graph,local_neighbourhood_gate,0.025,False,2,-0.1216583333,local_retention;trustworthiness,one applicable method-dataset-claim gate decision,False,True,unchanged
heart_cell_atlas_subsampled,PHATE,graph,label_support_gate,0.025,True,1,0.3630083333,label_neighbor_recall,one applicable method-dataset-claim gate decision,True,True,unchanged
heart_cell_atlas_subsampled,t-SNE,relational,local_neighbourhood_gate,0.025,True,2,0.05837312795,local_retention;trustworthiness,one applicable method-dataset-claim gate decision,True,True,unchanged
heart_cell_atlas_subsampled,t-SNE,relational,label_support_gate,0.025,True,1,0.3867583333,label_neighbor_recall,one applicable method-dataset-claim gate decision,True,True,unchanged
heart_cell_atlas_subsampled,PaCMAP,relational,local_neighbourhood_gate,0.025,False,2,-0.09373333333,local_retention;trustworthiness,one applicable method-dataset-claim gate decision,False,True,unchanged
heart_cell_atlas_subsampled,PaCMAP,relational,label_support_gate,0.025,True,1,0.3748083333,label_neighbor_recall,one applicable method-dataset-claim gate decision,True,True,unchanged
pbmc3k,PCA,factor,global_geometry_gate,0.025,True,1,0.1766416813,global_rank_corr,one applicable method-dataset-claim gate decision,True,True,unchanged
pbmc3k,GLM-PCA,factor,global_geometry_gate,0.025,True,1,0.05560424537,global_rank_corr,one applicable method-dataset-claim gate decision,True,True,unchanged
pbmc3k,scScope,deep,global_geometry_gate,0.025,False,1,-0.2109395585,global_rank_corr,one applicable method-dataset-claim gate decision,False,True,unchanged
pbmc3k,SAUCIE,deep,global_geometry_gate,0.025,True,1,0.1647636671,global_rank_corr,one applicable method-dataset-claim gate decision,True,True,unchanged
pbmc3k,UMAP,graph,global_geometry_gate,0.025,True,1,0.04968268428,global_rank_corr,one applicable method-dataset-claim gate decision,True,True,unchanged
pbmc3k,PHATE,graph,global_geometry_gate,0.025,True,1,0.07127028579,global_rank_corr,one applicable method-dataset-claim gate decision,True,True,unchanged
pbmc3k,t-SNE,relational,global_geometry_gate,0.025,True,1,0.1125265287,global_rank_corr,one applicable method-dataset-claim gate decision,True,True,unchanged
pbmc3k,PaCMAP,relational,global_geometry_gate,0.025,True,1,0.156109789,global_rank_corr,one applicable method-dataset-claim gate decision,True,True,unchanged
paul15,PCA,factor,global_geometry_gate,0.025,True,1,0.2224668149,global_rank_corr,one applicable method-dataset-claim gate decision,True,True,unchanged
paul15,GLM-PCA,factor,global_geometry_gate,0.025,True,1,0.1780593231,global_rank_corr,one applicable method-dataset-claim gate decision,True,True,unchanged
paul15,scScope,deep,global_geometry_gate,0.025,True,1,0.06975859042,global_rank_corr,one applicable method-dataset-claim gate decision,True,True,unchanged
paul15,SAUCIE,deep,global_geometry_gate,0.025,True,1,0.09631981264,global_rank_corr,one applicable method-dataset-claim gate decision,True,True,unchanged
paul15,UMAP,graph,global_geometry_gate,0.025,True,1,0.163040125,global_rank_corr,one applicable method-dataset-claim gate decision,True,True,unchanged
paul15,PHATE,graph,global_geometry_gate,0.025,True,1,0.1263020684,global_rank_corr,one applicable method-dataset-claim gate decision,True,True,unchanged
paul15,t-SNE,relational,global_geometry_gate,0.025,True,1,0.1466594589,global_rank_corr,one applicable method-dataset-claim gate decision,True,True,unchanged
paul15,PaCMAP,relational,global_geometry_gate,0.025,True,1,0.2082359127,global_rank_corr,one applicable method-dataset-claim gate decision,True,True,unchanged
heart_cell_atlas_subsampled,PCA,factor,global_geometry_gate,0.025,True,1,0.2635727893,global_rank_corr,one applicable method-dataset-claim gate decision,True,True,unchanged
heart_cell_atlas_subsampled,GLM-PCA,factor,global_geometry_gate,0.025,True,1,0.04236442636,global_rank_corr,one applicable method-dataset-claim gate decision,True,True,unchanged
heart_cell_atlas_subsampled,scScope,deep,global_geometry_gate,0.025,False,1,-0.1466281274,global_rank_corr,one applicable method-dataset-claim gate decision,False,True,unchanged
heart_cell_atlas_subsampled,SAUCIE,deep,global_geometry_gate,0.025,True,1,0.02278152761,global_rank_corr,one applicable method-dataset-claim gate decision,True,True,unchanged
heart_cell_atlas_subsampled,UMAP,graph,global_geometry_gate,0.025,False,1,-0.171602087,global_rank_corr,one applicable method-dataset-claim gate decision,False,True,unchanged
heart_cell_atlas_subsampled,PHATE,graph,global_geometry_gate,0.025,True,1,0.05990839921,global_rank_corr,one applicable method-dataset-claim gate decision,True,True,unchanged
heart_cell_atlas_subsampled,t-SNE,relational,global_geometry_gate,0.025,True,1,0.02567036297,global_rank_corr,one applicable method-dataset-claim gate decision,True,True,unchanged
heart_cell_atlas_subsampled,PaCMAP,relational,global_geometry_gate,0.025,True,1,0.08789777292,global_rank_corr,one applicable method-dataset-claim gate decision,True,True,unchanged
paul15,PCA,factor,continuum_gate,0.025,False,2,-0.1222571768,pseudotime_rank_corr;pseudotime_neighborhood_retention,one applicable method-dataset-claim gate decision,False,True,unchanged
paul15,GLM-PCA,factor,continuum_gate,0.025,False,2,-0.07931731892,pseudotime_rank_corr;pseudotime_neighborhood_retention,one applicable method-dataset-claim gate decision,False,True,unchanged
paul15,scScope,deep,continuum_gate,0.025,False,2,-0.2660982037,pseudotime_rank_corr;pseudotime_neighborhood_retention,one applicable method-dataset-claim gate decision,False,True,unchanged
paul15,SAUCIE,deep,continuum_gate,0.025,False,2,-0.2302322406,pseudotime_rank_corr;pseudotime_neighborhood_retention,one applicable method-dataset-claim gate decision,False,True,unchanged
paul15,UMAP,graph,continuum_gate,0.025,False,2,-0.2116502033,pseudotime_rank_corr;pseudotime_neighborhood_retention,one applicable method-dataset-claim gate decision,False,True,unchanged
paul15,PHATE,graph,continuum_gate,0.025,False,2,-0.1803694925,pseudotime_rank_corr;pseudotime_neighborhood_retention,one applicable method-dataset-claim gate decision,False,True,unchanged
paul15,t-SNE,relational,continuum_gate,0.025,False,2,-0.2465612168,pseudotime_rank_corr;pseudotime_neighborhood_retention,one applicable method-dataset-claim gate decision,False,True,unchanged
