dataset_id,local_retention,trustworthiness,global_rank_corr,label_neighbor_recall
pbmc3k,0.179833206974981,0.13508350523384505,0.38758123986193155,0.21127116502400833
paul15,0.2440781440781441,0.1031783288746716,0.15270822450931398,0.2643223443223444
heart_cell_atlas_subsampled,0.3373416666666666,0.16740823200033428,0.43517487624704615,0.25533333333333363
