scenario,method,family,metric,claim_axis,decision_agreement,n_replicate_pairs,value_mean,value_sd,value_minimum,value_maximum,value_range,pass_fraction,n_generated_datasets,n_definition
dropout_stress,UMAP,graph,label_neighbor_recall,cell_state_support,1,10,0.9887037037,0.003374869809,0.9844444444,0.9932407407,0.008796296296,1,5,five independently generated datasets and ten generated-dataset pairs
dropout_stress,PHATE,graph,truth_local_retention,truth_geometry,1,10,0.09018518519,0.004269311809,0.08462962963,0.0962962963,0.01166666667,0,5,five independently generated datasets and ten generated-dataset pairs
dropout_stress,PHATE,graph,truth_trustworthiness,truth_geometry,1,10,0.8718835751,0.001344395035,0.8696632393,0.8733272225,0.003663983208,0,5,five independently generated datasets and ten generated-dataset pairs
dropout_stress,PHATE,graph,latent_distance_corr,truth_geometry,1,10,0.8658414503,0.01249507655,0.845565783,0.8787018648,0.03313608176,1,5,five independently generated datasets and ten generated-dataset pairs
dropout_stress,PHATE,graph,label_neighbor_recall,cell_state_support,1,10,0.9909259259,0.001362401756,0.9894444444,0.9925925926,0.003148148148,1,5,five independently generated datasets and ten generated-dataset pairs
dropout_stress,t-SNE,relational,truth_local_retention,truth_geometry,1,10,0.07274074074,0.002843813829,0.06768518519,0.07453703704,0.006851851852,0,5,five independently generated datasets and ten generated-dataset pairs
dropout_stress,t-SNE,relational,truth_trustworthiness,truth_geometry,1,10,0.8536177002,0.002328288188,0.8509272544,0.8565061906,0.005578936182,0,5,five independently generated datasets and ten generated-dataset pairs
dropout_stress,t-SNE,relational,latent_distance_corr,truth_geometry,1,10,0.8183033044,0.0101714599,0.8074865993,0.8319166702,0.02443007086,1,5,five independently generated datasets and ten generated-dataset pairs
dropout_stress,t-SNE,relational,label_neighbor_recall,cell_state_support,1,10,0.9847592593,0.00484614097,0.9766666667,0.9886111111,0.01194444444,1,5,five independently generated datasets and ten generated-dataset pairs
dropout_stress,PaCMAP,relational,truth_local_retention,truth_geometry,1,10,0.07027777778,0.002015883431,0.06768518519,0.07212962963,0.004444444444,0,5,five independently generated datasets and ten generated-dataset pairs
dropout_stress,PaCMAP,relational,truth_trustworthiness,truth_geometry,1,10,0.8525429353,0.001618165233,0.850642303,0.8549099315,0.004267628461,0,5,five independently generated datasets and ten generated-dataset pairs
dropout_stress,PaCMAP,relational,latent_distance_corr,truth_geometry,1,10,0.8264245941,0.006122198382,0.8192755048,0.832171128,0.01289562321,1,5,five independently generated datasets and ten generated-dataset pairs
dropout_stress,PaCMAP,relational,label_neighbor_recall,cell_state_support,1,10,0.991462963,0.002450994311,0.9882407407,0.9941666667,0.005925925926,1,5,five independently generated datasets and ten generated-dataset pairs
batch_shift,PCA,factor,truth_local_retention,truth_geometry,1,10,0.1097407407,0.01199733481,0.09555555556,0.1223148148,0.02675925926,0,5,five independently generated datasets and ten generated-dataset pairs
batch_shift,PCA,factor,truth_trustworthiness,truth_geometry,1,10,0.8747627929,0.00816249623,0.8631489452,0.8830458579,0.01989691269,0,5,five independently generated datasets and ten generated-dataset pairs
batch_shift,PCA,factor,latent_distance_corr,truth_geometry,1,10,0.7294525437,0.06780673369,0.6235424088,0.8064661229,0.1829237141,1,5,five independently generated datasets and ten generated-dataset pairs
batch_shift,PCA,factor,label_neighbor_recall,cell_state_support,1,10,0.956462963,0.01019767752,0.9409259259,0.9687962963,0.02787037037,1,5,five independently generated datasets and ten generated-dataset pairs
batch_shift,PCA,factor,batch_entropy_norm,batch_biology_tradeoff,1,10,0.1198449627,0.09622162145,0.004465457452,0.2670268699,0.2625614124,0,5,five independently generated datasets and ten generated-dataset pairs
batch_shift,GLM-PCA,factor,truth_local_retention,truth_geometry,1,10,0.1553888889,0.01136862093,0.1368518519,0.1660185185,0.02916666667,0,5,five independently generated datasets and ten generated-dataset pairs
batch_shift,GLM-PCA,factor,truth_trustworthiness,truth_geometry,1,10,0.910257054,0.005729062561,0.900956613,0.9158116797,0.01485506669,1,5,five independently generated datasets and ten generated-dataset pairs
batch_shift,GLM-PCA,factor,latent_distance_corr,truth_geometry,1,10,0.9062989367,0.01844815575,0.8760006232,0.9243012965,0.04830067327,1,5,five independently generated datasets and ten generated-dataset pairs
batch_shift,GLM-PCA,factor,label_neighbor_recall,cell_state_support,1,10,0.9964814815,0.003543406133,0.9905555556,0.9999074074,0.009351851852,1,5,five independently generated datasets and ten generated-dataset pairs
batch_shift,GLM-PCA,factor,batch_entropy_norm,batch_biology_tradeoff,0.4,10,0.6854096552,0.142074651,0.5167354763,0.8820109332,0.365275457,0.4,5,five independently generated datasets and ten generated-dataset pairs
batch_shift,scScope,deep,truth_local_retention,truth_geometry,1,10,0.09146296296,0.006495157529,0.08509259259,0.1008333333,0.01574074074,0,5,five independently generated datasets and ten generated-dataset pairs
batch_shift,scScope,deep,truth_trustworthiness,truth_geometry,1,10,0.8686870716,0.004291119109,0.8634776024,0.8731872044,0.009709601998,0,5,five independently generated datasets and ten generated-dataset pairs
batch_shift,scScope,deep,latent_distance_corr,truth_geometry,1,10,0.7625570512,0.04451061163,0.7142350098,0.8098529377,0.09561792787,1,5,five independently generated datasets and ten generated-dataset pairs
batch_shift,scScope,deep,label_neighbor_recall,cell_state_support,1,10,0.9918148148,0.001619179457,0.9893518519,0.9934259259,0.004074074074,1,5,five independently generated datasets and ten generated-dataset pairs
batch_shift,scScope,deep,batch_entropy_norm,batch_biology_tradeoff,1,10,0.03106984661,0.00367390227,0.02746113128,0.03682420706,0.009363075775,0,5,five independently generated datasets and ten generated-dataset pairs
batch_shift,SAUCIE,deep,truth_local_retention,truth_geometry,1,10,0.1235740741,0.008272048311,0.1161111111,0.1373148148,0.0212037037,0,5,five independently generated datasets and ten generated-dataset pairs
batch_shift,SAUCIE,deep,truth_trustworthiness,truth_geometry,1,10,0.8924537436,0.003563751823,0.8891350497,0.897303523,0.008168473351,0,5,five independently generated datasets and ten generated-dataset pairs
batch_shift,SAUCIE,deep,latent_distance_corr,truth_geometry,1,10,0.7681953062,0.09467718209,0.6041963745,0.8446086021,0.2404122276,1,5,five independently generated datasets and ten generated-dataset pairs
batch_shift,SAUCIE,deep,label_neighbor_recall,cell_state_support,1,10,0.996537037,0.001127578587,0.995462963,0.9983333333,0.00287037037,1,5,five independently generated datasets and ten generated-dataset pairs
batch_shift,SAUCIE,deep,batch_entropy_norm,batch_biology_tradeoff,1,10,0.001282489558,0.001140461763,0,0.002662028435,0.002662028435,0,5,five independently generated datasets and ten generated-dataset pairs
batch_shift,UMAP,graph,truth_local_retention,truth_geometry,1,10,0.07064814815,0.003859567593,0.06611111111,0.07601851852,0.009907407407,0,5,five independently generated datasets and ten generated-dataset pairs
batch_shift,UMAP,graph,truth_trustworthiness,truth_geometry,1,10,0.8535664488,0.0007991801462,0.852231787,0.8541625485,0.001930761464,0,5,five independently generated datasets and ten generated-dataset pairs
batch_shift,UMAP,graph,latent_distance_corr,truth_geometry,1,10,0.7190804208,0.04415403199,0.6499503047,0.7665617173,0.1166114126,1,5,five independently generated datasets and ten generated-dataset pairs
batch_shift,UMAP,graph,label_neighbor_recall,cell_state_support,1,10,0.9935185185,0.003133134133,0.989537037,0.9968518519,0.007314814815,1,5,five independently generated datasets and ten generated-dataset pairs
batch_shift,UMAP,graph,batch_entropy_norm,batch_biology_tradeoff,1,10,0.002121130154,0.001962657414,0.0009815537084,0.0056108629,0.004629309192,0,5,five independently generated datasets and ten generated-dataset pairs
batch_shift,PHATE,graph,truth_local_retention,truth_geometry,1,10,0.07777777778,0.004863094833,0.07185185185,0.0837962963,0.01194444444,0,5,five independently generated datasets and ten generated-dataset pairs
batch_shift,PHATE,graph,truth_trustworthiness,truth_geometry,1,10,0.8615531112,0.003369639041,0.8571247144,0.8659675062,0.008842791859,0,5,five independently generated datasets and ten generated-dataset pairs
batch_shift,PHATE,graph,latent_distance_corr,truth_geometry,1,10,0.7175582219,0.05885309389,0.6149000507,0.7628601887,0.147960138,1,5,five independently generated datasets and ten generated-dataset pairs
batch_shift,PHATE,graph,label_neighbor_recall,cell_state_support,1,10,0.9902962963,0.001480613171,0.987962963,0.9917592593,0.003796296296,1,5,five independently generated datasets and ten generated-dataset pairs
batch_shift,PHATE,graph,batch_entropy_norm,batch_biology_tradeoff,1,10,0.001906309496,0.0009815577029,0.0004907768542,0.00315280529,0.002662028435,0,5,five independently generated datasets and ten generated-dataset pairs
batch_shift,t-SNE,relational,truth_local_retention,truth_geometry,1,10,0.07166666667,0.00171608824,0.06953703704,0.07388888889,0.004351851852,0,5,five independently generated datasets and ten generated-dataset pairs
batch_shift,t-SNE,relational,truth_trustworthiness,truth_geometry,1,10,0.8557479409,0.001038007614,0.8546855571,0.8572665923,0.002581035124,0,5,five independently generated datasets and ten generated-dataset pairs
batch_shift,t-SNE,relational,latent_distance_corr,truth_geometry,1,10,0.754420078,0.01966060725,0.7206878053,0.7709319295,0.05024412414,1,5,five independently generated datasets and ten generated-dataset pairs
batch_shift,t-SNE,relational,label_neighbor_recall,cell_state_support,1,10,0.9934074074,0.002912180559,0.9893518519,0.9969444444,0.007592592593,1,5,five independently generated datasets and ten generated-dataset pairs
batch_shift,t-SNE,relational,batch_entropy_norm,batch_biology_tradeoff,1,10,0.003789771458,0.003468958964,0.0009815537084,0.007953736623,0.006972182914,0,5,five independently generated datasets and ten generated-dataset pairs
batch_shift,PaCMAP,relational,truth_local_retention,truth_geometry,1,10,0.06938888889,0.005663155533,0.06481481481,0.07898148148,0.01416666667,0,5,five independently generated datasets and ten generated-dataset pairs
batch_shift,PaCMAP,relational,truth_trustworthiness,truth_geometry,1,10,0.8543143897,0.002322933476,0.8516786227,0.857818561,0.00613993836,0,5,five independently generated datasets and ten generated-dataset pairs
batch_shift,PaCMAP,relational,latent_distance_corr,truth_geometry,1,10,0.6577311913,0.05216281498,0.604710822,0.7404958262,0.1357850042,1,5,five independently generated datasets and ten generated-dataset pairs
batch_shift,PaCMAP,relational,label_neighbor_recall,cell_state_support,1,10,0.9961666667,0.004201296423,0.9902777778,1,0.009722222222,1,5,five independently generated datasets and ten generated-dataset pairs
batch_shift,PaCMAP,relational,batch_entropy_norm,batch_biology_tradeoff,1,10,0.001629694314,0.002420065525,0,0.005398545396,0.005398545396,0,5,five independently generated datasets and ten generated-dataset pairs
rare_population,PCA,factor,truth_local_retention,truth_geometry,1,10,0.1618518519,0.008805794093,0.1534259259,0.1736111111,0.02018518519,0,5,five independently generated datasets and ten generated-dataset pairs
rare_population,PCA,factor,truth_trustworthiness,truth_geometry,1,10,0.911972023,0.004025070876,0.9078508422,0.9166755672,0.008824725012,1,5,five independently generated datasets and ten generated-dataset pairs
rare_population,PCA,factor,latent_distance_corr,truth_geometry,1,10,0.9115071261,0.01309465804,0.8950853296,0.9278348131,0.03274948347,1,5,five independently generated datasets and ten generated-dataset pairs
rare_population,PCA,factor,label_neighbor_recall,cell_state_support,1,10,0.9933333333,0.002401167126,0.9899074074,0.9957407407,0.005833333333,1,5,five independently generated datasets and ten generated-dataset pairs
rare_population,PCA,factor,rare_label_recall,rare_state_support,1,10,0.9634285714,0.03081360833,0.9085714286,0.980952381,0.07238095238,1,5,five independently generated datasets and ten generated-dataset pairs
rare_population,GLM-PCA,factor,truth_local_retention,truth_geometry,1,10,0.1943518519,0.01307737211,0.1807407407,0.2087962963,0.02805555556,0,5,five independently generated datasets and ten generated-dataset pairs
rare_population,GLM-PCA,factor,truth_trustworthiness,truth_geometry,1,10,0.923775546,0.004563971223,0.917676816,0.9291960253,0.01151920931,1,5,five independently generated datasets and ten generated-dataset pairs
rare_population,GLM-PCA,factor,latent_distance_corr,truth_geometry,1,10,0.9347365342,0.009110683389,0.9238215127,0.9431459261,0.0193244134,1,5,five independently generated datasets and ten generated-dataset pairs
rare_population,GLM-PCA,factor,label_neighbor_recall,cell_state_support,1,10,0.9966111111,0.001159442655,0.9953703704,0.9977777778,0.002407407407,1,5,five independently generated datasets and ten generated-dataset pairs
rare_population,GLM-PCA,factor,rare_label_recall,rare_state_support,1,10,0.9878095238,0.009580781973,0.9733333333,0.9961904762,0.02285714286,1,5,five independently generated datasets and ten generated-dataset pairs
rare_population,scScope,deep,truth_local_retention,truth_geometry,1,10,0.105537037,0.008381905768,0.0937037037,0.114537037,0.02083333333,0,5,five independently generated datasets and ten generated-dataset pairs
rare_population,scScope,deep,truth_trustworthiness,truth_geometry,1,10,0.8741330836,0.00565191029,0.8666549764,0.8821716085,0.01551663213,0,5,five independently generated datasets and ten generated-dataset pairs
rare_population,scScope,deep,latent_distance_corr,truth_geometry,1,10,0.7834281551,0.06861880291,0.6738348005,0.8505515871,0.1767167865,1,5,five independently generated datasets and ten generated-dataset pairs
rare_population,scScope,deep,label_neighbor_recall,cell_state_support,1,10,0.9748518519,0.007578068765,0.962962963,0.9824074074,0.01944444444,1,5,five independently generated datasets and ten generated-dataset pairs
rare_population,scScope,deep,rare_label_recall,rare_state_support,1,10,0.9188571429,0.04462186808,0.8780952381,0.9923809524,0.1142857143,1,5,five independently generated datasets and ten generated-dataset pairs
rare_population,SAUCIE,deep,truth_local_retention,truth_geometry,1,10,0.1570185185,0.0180096044,0.144537037,0.1867592593,0.04222222222,0,5,five independently generated datasets and ten generated-dataset pairs
rare_population,SAUCIE,deep,truth_trustworthiness,truth_geometry,0.4,10,0.9057064137,0.01161167362,0.891573277,0.9218472023,0.03027392529,0.6,5,five independently generated datasets and ten generated-dataset pairs
rare_population,SAUCIE,deep,latent_distance_corr,truth_geometry,1,10,0.861757158,0.03004454325,0.8309356204,0.9023783909,0.07144277049,1,5,five independently generated datasets and ten generated-dataset pairs
rare_population,SAUCIE,deep,label_neighbor_recall,cell_state_support,1,10,0.9823518519,0.01552363899,0.9547222222,0.9917592593,0.03703703704,1,5,five independently generated datasets and ten generated-dataset pairs
rare_population,SAUCIE,deep,rare_label_recall,rare_state_support,1,10,0.8506666667,0.1244860637,0.64,0.9695238095,0.3295238095,1,5,five independently generated datasets and ten generated-dataset pairs
rare_population,UMAP,graph,truth_local_retention,truth_geometry,1,10,0.09025925926,0.001716587756,0.08759259259,0.09231481481,0.004722222222,0,5,five independently generated datasets and ten generated-dataset pairs
rare_population,UMAP,graph,truth_trustworthiness,truth_geometry,1,10,0.8655101493,0.001173684149,0.8640544131,0.8665231946,0.002468781551,0,5,five independently generated datasets and ten generated-dataset pairs
rare_population,UMAP,graph,latent_distance_corr,truth_geometry,1,10,0.7612954138,0.06202546404,0.6880946878,0.8420319965,0.1539373087,1,5,five independently generated datasets and ten generated-dataset pairs
rare_population,UMAP,graph,label_neighbor_recall,cell_state_support,1,10,0.9905,0.002673666225,0.9864814815,0.9928703704,0.006388888889,1,5,five independently generated datasets and ten generated-dataset pairs
rare_population,UMAP,graph,rare_label_recall,rare_state_support,1,10,0.9691428571,0.0254626132,0.9295238095,0.9942857143,0.06476190476,1,5,five independently generated datasets and ten generated-dataset pairs
rare_population,PHATE,graph,truth_local_retention,truth_geometry,1,10,0.1180555556,0.004635181856,0.1125925926,0.1237037037,0.01111111111,0,5,five independently generated datasets and ten generated-dataset pairs
rare_population,PHATE,graph,truth_trustworthiness,truth_geometry,1,10,0.8851481747,0.003123528937,0.8824334449,0.8902322121,0.007798767203,0,5,five independently generated datasets and ten generated-dataset pairs
rare_population,PHATE,graph,latent_distance_corr,truth_geometry,1,10,0.875028604,0.01642908755,0.8476802303,0.8895241186,0.04184388824,1,5,five independently generated datasets and ten generated-dataset pairs
rare_population,PHATE,graph,label_neighbor_recall,cell_state_support,1,10,0.9915740741,0.002339681253,0.9884259259,0.9936111111,0.005185185185,1,5,five independently generated datasets and ten generated-dataset pairs
rare_population,PHATE,graph,rare_label_recall,rare_state_support,1,10,0.9775238095,0.02437053349,0.939047619,0.9961904762,0.05714285714,1,5,five independently generated datasets and ten generated-dataset pairs
rare_population,t-SNE,relational,truth_local_retention,truth_geometry,1,10,0.09685185185,0.002390431601,0.09416666667,0.09907407407,0.004907407407,0,5,five independently generated datasets and ten generated-dataset pairs
rare_population,t-SNE,relational,truth_trustworthiness,truth_geometry,1,10,0.8693188533,0.002190001329,0.8670630746,0.8729215155,0.005858440937,0,5,five independently generated datasets and ten generated-dataset pairs
rare_population,t-SNE,relational,latent_distance_corr,truth_geometry,1,10,0.7640483031,0.04256865384,0.7023197109,0.8145160611,0.1121963502,1,5,five independently generated datasets and ten generated-dataset pairs
rare_population,t-SNE,relational,label_neighbor_recall,cell_state_support,1,10,0.9894074074,0.00360849858,0.9862962963,0.9951851852,0.008888888889,1,5,five independently generated datasets and ten generated-dataset pairs
rare_population,t-SNE,relational,rare_label_recall,rare_state_support,1,10,0.9782857143,0.01712168004,0.9580952381,0.9961904762,0.0380952381,1,5,five independently generated datasets and ten generated-dataset pairs
rare_population,PaCMAP,relational,truth_local_retention,truth_geometry,1,10,0.09175925926,0.003013885333,0.0875,0.09398148148,0.006481481481,0,5,five independently generated datasets and ten generated-dataset pairs
rare_population,PaCMAP,relational,truth_trustworthiness,truth_geometry,1,10,0.8661339604,0.00217759943,0.8629519369,0.8683783676,0.005426430735,0,5,five independently generated datasets and ten generated-dataset pairs
rare_population,PaCMAP,relational,latent_distance_corr,truth_geometry,1,10,0.8036901002,0.08454603004,0.6538010974,0.8554709512,0.2016698538,1,5,five independently generated datasets and ten generated-dataset pairs
rare_population,PaCMAP,relational,label_neighbor_recall,cell_state_support,1,10,0.9935,0.003742505084,0.9886111111,0.9969444444,0.008333333333,1,5,five independently generated datasets and ten generated-dataset pairs
rare_population,PaCMAP,relational,rare_label_recall,rare_state_support,1,10,0.9786666667,0.02754999578,0.9333333333,0.9980952381,0.06476190476,1,5,five independently generated datasets and ten generated-dataset pairs
