dataset_id,local_retention,trustworthiness,global_rank_corr,label_neighbor_recall
pbmc3k,0.09350518069244372,0.8307756180083121,0.5469574153778012,0.8705964114227951
paul15,0.13687728937728932,0.8804576070811756,0.6263552632654625,0.49384920634920637
heart_cell_atlas_subsampled,0.16867499999999996,0.9113431207168526,0.4979956329996367,0.8771260416666667
