method,family,scenario,scenario_label,metric,metric_label,column_label,claim_axis,threshold,value,value_sd_across_generated_datasets,value_minimum,value_maximum,relative_threshold_margin,relative_margin_minimum,relative_margin_maximum,n_generated_datasets,n_cells_per_generated_dataset,value_definition
PaCMAP,relational,branching_trajectory,Branch,truth_local_retention,Local,Branch | Local,truth_geometry,0.3,0.1145555556,0.006741923482,0.1085185185,0.1237037037,-0.6181481481,-0.6382716049,-0.587654321,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
PaCMAP,relational,branching_trajectory,Branch,truth_trustworthiness,Trust,Branch | Trust,truth_geometry,0.9,0.8449641586,0.01388251505,0.8311322334,0.8655956746,-0.06115093493,-0.07651974069,-0.03822702824,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
PaCMAP,relational,dropout_stress,Dropout,label_neighbor_recall,Same-label,Dropout | Same-label,cell_state_support,0.55,0.991462963,0.002450994311,0.9882407407,0.9941666667,0.8026599327,0.7968013468,0.8075757576,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
PaCMAP,relational,dropout_stress,Dropout,latent_distance_corr,Geometry,Dropout | Geometry,truth_geometry,0.45,0.8264245941,0.006122198382,0.8192755048,0.832171128,0.836499098,0.8206122328,0.8492691732,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
PaCMAP,relational,dropout_stress,Dropout,truth_local_retention,Local,Dropout | Local,truth_geometry,0.3,0.07027777778,0.002015883431,0.06768518519,0.07212962963,-0.7657407407,-0.774382716,-0.7595679012,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
PaCMAP,relational,dropout_stress,Dropout,truth_trustworthiness,Trust,Dropout | Trust,truth_geometry,0.9,0.8525429353,0.001618165233,0.850642303,0.8549099315,-0.05273007185,-0.05484188556,-0.05010007616,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
PaCMAP,relational,linear_low_rank,Linear,label_neighbor_recall,Same-label,Linear | Same-label,cell_state_support,0.55,0.9951851852,0.004063011074,0.9894444444,0.9982407407,0.8094276094,0.798989899,0.814983165,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
PaCMAP,relational,linear_low_rank,Linear,latent_distance_corr,Geometry,Linear | Geometry,truth_geometry,0.45,0.8293963027,0.01106253954,0.8112735472,0.8390899414,0.843102895,0.8028301048,0.8646443142,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
PaCMAP,relational,linear_low_rank,Linear,truth_local_retention,Local,Linear | Local,truth_geometry,0.3,0.07227777778,0.003288406079,0.06842592593,0.07592592593,-0.7590740741,-0.7719135802,-0.7469135802,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
PaCMAP,relational,linear_low_rank,Linear,truth_trustworthiness,Trust,Linear | Trust,truth_geometry,0.9,0.8547271375,0.001704711845,0.8528766141,0.8566414262,-0.05030318059,-0.05235931771,-0.04817619309,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
PaCMAP,relational,nonlinear_manifold,Nonlinear,label_neighbor_recall,Same-label,Nonlinear | Same-label,cell_state_support,0.55,0.9182222222,0.01526197275,0.8993518519,0.9401851852,0.6694949495,0.6351851852,0.7094276094,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
PaCMAP,relational,nonlinear_manifold,Nonlinear,latent_distance_corr,Geometry,Nonlinear | Geometry,truth_geometry,0.45,0.7678082044,0.01760182952,0.737872105,0.7836425219,0.7062404542,0.6397157889,0.7414278265,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
PaCMAP,relational,nonlinear_manifold,Nonlinear,pseudotime_distance_corr,Pseudotime,Nonlinear | Pseudotime,continuum_support,0.45,0.7310622226,0.09960770292,0.6400087048,0.9017207226,0.6245827169,0.4222415662,1.003823828,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
PaCMAP,relational,nonlinear_manifold,Nonlinear,truth_local_retention,Local,Nonlinear | Local,truth_geometry,0.3,0.1535925926,0.007652597128,0.1458333333,0.1625925926,-0.4880246914,-0.5138888889,-0.4580246914,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
PaCMAP,relational,nonlinear_manifold,Nonlinear,truth_trustworthiness,Trust,Nonlinear | Trust,truth_geometry,0.9,0.8953145757,0.005838343625,0.88869746,0.9030532972,-0.005206027006,-0.01255837776,0.003392552444,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
PaCMAP,relational,rare_population,Rare,label_neighbor_recall,Same-label,Rare | Same-label,cell_state_support,0.55,0.9935,0.003742505084,0.9886111111,0.9969444444,0.8063636364,0.7974747475,0.8126262626,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
PaCMAP,relational,rare_population,Rare,latent_distance_corr,Geometry,Rare | Geometry,truth_geometry,0.45,0.8036901002,0.08454603004,0.6538010974,0.8554709512,0.7859780005,0.4528913276,0.9010465583,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
PaCMAP,relational,rare_population,Rare,rare_label_recall,Rare-state,Rare | Rare-state,rare_state_support,0.5,0.9786666667,0.02754999578,0.9333333333,0.9980952381,0.9573333333,0.8666666667,0.9961904762,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
PaCMAP,relational,rare_population,Rare,truth_local_retention,Local,Rare | Local,truth_geometry,0.3,0.09175925926,0.003013885333,0.0875,0.09398148148,-0.6941358025,-0.7083333333,-0.6867283951,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
PaCMAP,relational,rare_population,Rare,truth_trustworthiness,Trust,Rare | Trust,truth_geometry,0.9,0.8661339604,0.00217759943,0.8629519369,0.8683783676,-0.03762893293,-0.04116451459,-0.0351351471,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
SAUCIE,deep,batch_shift,Batch,batch_entropy_norm,Batch mix,Batch | Batch mix,batch_biology_tradeoff,0.65,0.001282489558,0.001140461763,0,0.002662028435,-0.9980269391,-1,-0.9959045716,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
SAUCIE,deep,batch_shift,Batch,label_neighbor_recall,Same-label,Batch | Same-label,cell_state_support,0.55,0.996537037,0.001127578587,0.995462963,0.9983333333,0.8118855219,0.8099326599,0.8151515152,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
SAUCIE,deep,batch_shift,Batch,latent_distance_corr,Geometry,Batch | Geometry,truth_geometry,0.45,0.7681953062,0.09467718209,0.6041963745,0.8446086021,0.7071006804,0.3426586101,0.8769080047,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
SAUCIE,deep,batch_shift,Batch,truth_local_retention,Local,Batch | Local,truth_geometry,0.3,0.1235740741,0.008272048311,0.1161111111,0.1373148148,-0.5880864198,-0.612962963,-0.5422839506,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
SAUCIE,deep,batch_shift,Batch,truth_trustworthiness,Trust,Batch | Trust,truth_geometry,0.9,0.8924537436,0.003563751823,0.8891350497,0.897303523,-0.008384729381,-0.01207216702,-0.002996085516,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
SAUCIE,deep,branching_trajectory,Branch,label_neighbor_recall,Same-label,Branch | Same-label,cell_state_support,0.55,0.781462963,0.04941614706,0.7064814815,0.8286111111,0.4208417508,0.2845117845,0.5065656566,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
SAUCIE,deep,branching_trajectory,Branch,latent_distance_corr,Geometry,Branch | Geometry,truth_geometry,0.45,0.645609389,0.1533085137,0.3844999659,0.7616852707,0.4346875311,-0.1455556312,0.6926339349,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
SAUCIE,deep,branching_trajectory,Branch,pseudotime_distance_corr,Pseudotime,Branch | Pseudotime,continuum_support,0.45,0.5419352112,0.1462945853,0.2881460272,0.6505731375,0.2043004693,-0.3596754952,0.4457180834,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
SAUCIE,deep,branching_trajectory,Branch,truth_local_retention,Local,Branch | Local,truth_geometry,0.3,0.1158888889,0.00550618495,0.1096296296,0.1246296296,-0.6137037037,-0.6345679012,-0.5845679012,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
SAUCIE,deep,branching_trajectory,Branch,truth_trustworthiness,Trust,Branch | Trust,truth_geometry,0.9,0.8404601732,0.02399508951,0.8130390828,0.8626756204,-0.06615536308,-0.09662324129,-0.04147153291,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
SAUCIE,deep,dropout_stress,Dropout,label_neighbor_recall,Same-label,Dropout | Same-label,cell_state_support,0.55,0.9929259259,0.002034510217,0.9896296296,0.995,0.8053198653,0.7993265993,0.8090909091,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
SAUCIE,deep,dropout_stress,Dropout,latent_distance_corr,Geometry,Dropout | Geometry,truth_geometry,0.45,0.8395557619,0.07384120698,0.7310336271,0.8971094174,0.8656794708,0.6245191714,0.9935764831,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
SAUCIE,deep,dropout_stress,Dropout,truth_local_retention,Local,Dropout | Local,truth_geometry,0.3,0.1248333333,0.01435026873,0.1111111111,0.1469444444,-0.5838888889,-0.6296296296,-0.5101851852,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
SAUCIE,deep,dropout_stress,Dropout,truth_trustworthiness,Trust,Dropout | Trust,truth_geometry,0.9,0.8938629576,0.006936926944,0.8869096392,0.9041482013,-0.006818935945,-0.01454484534,0.00460911254,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
SAUCIE,deep,linear_low_rank,Linear,label_neighbor_recall,Same-label,Linear | Same-label,cell_state_support,0.55,0.9968888889,0.001633675533,0.9951851852,0.9992592593,0.8125252525,0.8094276094,0.8168350168,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
SAUCIE,deep,linear_low_rank,Linear,latent_distance_corr,Geometry,Linear | Geometry,truth_geometry,0.45,0.908534928,0.005495097715,0.9010665119,0.9143862715,1.018966507,1.002370027,1.031969492,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
SAUCIE,deep,linear_low_rank,Linear,truth_local_retention,Local,Linear | Local,truth_geometry,0.3,0.1416481481,0.004554670947,0.135,0.1460185185,-0.5278395062,-0.55,-0.5132716049,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
SAUCIE,deep,linear_low_rank,Linear,truth_trustworthiness,Trust,Linear | Trust,truth_geometry,0.9,0.903700914,0.002653806136,0.9004912588,0.9076304533,0.004112126633,0.0005458431491,0.008478281406,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
SAUCIE,deep,nonlinear_manifold,Nonlinear,label_neighbor_recall,Same-label,Nonlinear | Same-label,cell_state_support,0.55,0.932037037,0.04945987414,0.8444444444,0.9626851852,0.6946127946,0.5353535354,0.7503367003,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
SAUCIE,deep,nonlinear_manifold,Nonlinear,latent_distance_corr,Geometry,Nonlinear | Geometry,truth_geometry,0.45,0.7023639291,0.06130030923,0.5986948312,0.7535969781,0.5608087314,0.3304329582,0.6746599514,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
SAUCIE,deep,nonlinear_manifold,Nonlinear,pseudotime_distance_corr,Pseudotime,Nonlinear | Pseudotime,continuum_support,0.45,0.6873153834,0.1948615341,0.4253678946,0.8833616146,0.5273675186,-0.05473801206,0.9630258102,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
SAUCIE,deep,nonlinear_manifold,Nonlinear,truth_local_retention,Local,Nonlinear | Local,truth_geometry,0.3,0.1543703704,0.01237980623,0.1425,0.1748148148,-0.4854320988,-0.525,-0.4172839506,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
SAUCIE,deep,nonlinear_manifold,Nonlinear,truth_trustworthiness,Trust,Nonlinear | Trust,truth_geometry,0.9,0.8980337956,0.007331573923,0.892446198,0.9108794304,-0.00218467152,-0.008393113343,0.01208825596,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
SAUCIE,deep,rare_population,Rare,label_neighbor_recall,Same-label,Rare | Same-label,cell_state_support,0.55,0.9823518519,0.01552363899,0.9547222222,0.9917592593,0.7860942761,0.7358585859,0.8031986532,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
SAUCIE,deep,rare_population,Rare,latent_distance_corr,Geometry,Rare | Geometry,truth_geometry,0.45,0.861757158,0.03004454325,0.8309356204,0.9023783909,0.9150159066,0.846523601,1.005285313,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
SAUCIE,deep,rare_population,Rare,rare_label_recall,Rare-state,Rare | Rare-state,rare_state_support,0.5,0.8506666667,0.1244860637,0.64,0.9695238095,0.7013333333,0.28,0.939047619,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
SAUCIE,deep,rare_population,Rare,truth_local_retention,Local,Rare | Local,truth_geometry,0.3,0.1570185185,0.0180096044,0.144537037,0.1867592593,-0.4766049383,-0.5182098765,-0.3774691358,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
SAUCIE,deep,rare_population,Rare,truth_trustworthiness,Trust,Rare | Trust,truth_geometry,0.9,0.9057064137,0.01161167362,0.891573277,0.9218472023,0.006340459701,-0.009363025547,0.02427466922,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
UMAP,graph,batch_shift,Batch,batch_entropy_norm,Batch mix,Batch | Batch mix,batch_biology_tradeoff,0.65,0.002121130154,0.001962657414,0.0009815537084,0.0056108629,-0.9967367228,-0.9984899174,-0.9913679032,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
UMAP,graph,batch_shift,Batch,label_neighbor_recall,Same-label,Batch | Same-label,cell_state_support,0.55,0.9935185185,0.003133134133,0.989537037,0.9968518519,0.8063973064,0.7991582492,0.8124579125,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
UMAP,graph,batch_shift,Batch,latent_distance_corr,Geometry,Batch | Geometry,truth_geometry,0.45,0.7190804208,0.04415403199,0.6499503047,0.7665617173,0.5979564906,0.4443340105,0.7034704828,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
UMAP,graph,batch_shift,Batch,truth_local_retention,Local,Batch | Local,truth_geometry,0.3,0.07064814815,0.003859567593,0.06611111111,0.07601851852,-0.7645061728,-0.7796296296,-0.7466049383,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
UMAP,graph,batch_shift,Batch,truth_trustworthiness,Trust,Batch | Trust,truth_geometry,0.9,0.8535664488,0.0007991801462,0.852231787,0.8541625485,-0.05159283466,-0.0530757922,-0.05093050168,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
UMAP,graph,branching_trajectory,Branch,label_neighbor_recall,Same-label,Branch | Same-label,cell_state_support,0.55,0.7888888889,0.02531378862,0.7698148148,0.8324074074,0.4343434343,0.3996632997,0.5134680135,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
UMAP,graph,branching_trajectory,Branch,latent_distance_corr,Geometry,Branch | Geometry,truth_geometry,0.45,0.6182322198,0.05595451564,0.5453543527,0.6916624647,0.3738493772,0.2118985616,0.5370276994,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
UMAP,graph,branching_trajectory,Branch,pseudotime_distance_corr,Pseudotime,Branch | Pseudotime,continuum_support,0.45,0.5076089957,0.01639877876,0.4917370446,0.5318930448,0.1280199903,0.09274898809,0.1819845441,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
UMAP,graph,branching_trajectory,Branch,truth_local_retention,Local,Branch | Local,truth_geometry,0.3,0.1065740741,0.004880692484,0.09824074074,0.110462963,-0.6447530864,-0.6725308642,-0.6317901235,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
UMAP,graph,branching_trajectory,Branch,truth_trustworthiness,Trust,Branch | Trust,truth_geometry,0.9,0.8266099952,0.01167138295,0.8110614273,0.8427473564,-0.08154444976,-0.09882063635,-0.06361404845,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
UMAP,graph,dropout_stress,Dropout,label_neighbor_recall,Same-label,Dropout | Same-label,cell_state_support,0.55,0.9887037037,0.003374869809,0.9844444444,0.9932407407,0.7976430976,0.7898989899,0.8058922559,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
UMAP,graph,dropout_stress,Dropout,latent_distance_corr,Geometry,Dropout | Geometry,truth_geometry,0.45,0.8151049337,0.02048232167,0.7850213148,0.8413000037,0.8113442971,0.7444918107,0.8695555638,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
UMAP,graph,dropout_stress,Dropout,truth_local_retention,Local,Dropout | Local,truth_geometry,0.3,0.06959259259,0.004269613019,0.0637037037,0.07388888889,-0.7680246914,-0.787654321,-0.7537037037,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
UMAP,graph,dropout_stress,Dropout,truth_trustworthiness,Trust,Dropout | Trust,truth_geometry,0.9,0.8522596312,0.001587984057,0.8507299803,0.8547413518,-0.0530448542,-0.05474446629,-0.05028738686,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
UMAP,graph,linear_low_rank,Linear,label_neighbor_recall,Same-label,Linear | Same-label,cell_state_support,0.55,0.9950740741,0.002941472994,0.9910185185,0.9974074074,0.8092255892,0.8018518519,0.8134680135,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
UMAP,graph,linear_low_rank,Linear,latent_distance_corr,Geometry,Linear | Geometry,truth_geometry,0.45,0.8104694741,0.02188593455,0.781301393,0.8313688592,0.8010432758,0.7362253179,0.8474863539,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
UMAP,graph,linear_low_rank,Linear,truth_local_retention,Local,Linear | Local,truth_geometry,0.3,0.07007407407,0.002459723573,0.06759259259,0.07342592593,-0.7664197531,-0.774691358,-0.7552469136,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
UMAP,graph,linear_low_rank,Linear,truth_trustworthiness,Trust,Linear | Trust,truth_geometry,0.9,0.8541885329,0.00149998239,0.8524637335,0.8559203465,-0.05090163015,-0.05281807393,-0.04897739282,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
UMAP,graph,nonlinear_manifold,Nonlinear,label_neighbor_recall,Same-label,Nonlinear | Same-label,cell_state_support,0.55,0.8917037037,0.01913674082,0.8787962963,0.925,0.6212794613,0.5978114478,0.6818181818,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
UMAP,graph,nonlinear_manifold,Nonlinear,latent_distance_corr,Geometry,Nonlinear | Geometry,truth_geometry,0.45,0.7093288807,0.01219619256,0.6933995859,0.7258543417,0.5762864016,0.5408879686,0.6130096483,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
UMAP,graph,nonlinear_manifold,Nonlinear,pseudotime_distance_corr,Pseudotime,Nonlinear | Pseudotime,continuum_support,0.45,0.6128903051,0.02480133331,0.5794269566,0.6433275303,0.3619784557,0.287615459,0.429616734,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
UMAP,graph,nonlinear_manifold,Nonlinear,truth_local_retention,Local,Nonlinear | Local,truth_geometry,0.3,0.1298333333,0.01277012653,0.1108333333,0.1409259259,-0.5672222222,-0.6305555556,-0.5302469136,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
UMAP,graph,nonlinear_manifold,Nonlinear,truth_trustworthiness,Trust,Nonlinear | Trust,truth_geometry,0.9,0.8765385249,0.00965615376,0.8612224348,0.8859040066,-0.02606830567,-0.04308618359,-0.0156622149,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
UMAP,graph,rare_population,Rare,label_neighbor_recall,Same-label,Rare | Same-label,cell_state_support,0.55,0.9905,0.002673666225,0.9864814815,0.9928703704,0.8009090909,0.7936026936,0.8052188552,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
UMAP,graph,rare_population,Rare,latent_distance_corr,Geometry,Rare | Geometry,truth_geometry,0.45,0.7612954138,0.06202546404,0.6880946878,0.8420319965,0.6917675862,0.5290993063,0.8711822145,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
UMAP,graph,rare_population,Rare,rare_label_recall,Rare-state,Rare | Rare-state,rare_state_support,0.5,0.9691428571,0.0254626132,0.9295238095,0.9942857143,0.9382857143,0.859047619,0.9885714286,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
UMAP,graph,rare_population,Rare,truth_local_retention,Local,Rare | Local,truth_geometry,0.3,0.09025925926,0.001716587756,0.08759259259,0.09231481481,-0.6991358025,-0.7080246914,-0.6922839506,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
UMAP,graph,rare_population,Rare,truth_trustworthiness,Trust,Rare | Trust,truth_geometry,0.9,0.8655101493,0.001173684149,0.8640544131,0.8665231946,-0.03832205631,-0.03993954101,-0.0371964504,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
scScope,deep,batch_shift,Batch,batch_entropy_norm,Batch mix,Batch | Batch mix,batch_biology_tradeoff,0.65,0.03106984661,0.00367390227,0.02746113128,0.03682420706,-0.952200236,-0.9577521057,-0.9433473738,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
scScope,deep,batch_shift,Batch,label_neighbor_recall,Same-label,Batch | Same-label,cell_state_support,0.55,0.9918148148,0.001619179457,0.9893518519,0.9934259259,0.8032996633,0.7988215488,0.8062289562,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
scScope,deep,batch_shift,Batch,latent_distance_corr,Geometry,Batch | Geometry,truth_geometry,0.45,0.7625570512,0.04451061163,0.7142350098,0.8098529377,0.6945712249,0.5871889107,0.7996731948,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
scScope,deep,batch_shift,Batch,truth_local_retention,Local,Batch | Local,truth_geometry,0.3,0.09146296296,0.006495157529,0.08509259259,0.1008333333,-0.6951234568,-0.7163580247,-0.6638888889,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
scScope,deep,batch_shift,Batch,truth_trustworthiness,Trust,Batch | Trust,truth_geometry,0.9,0.8686870716,0.004291119109,0.8634776024,0.8731872044,-0.03479214269,-0.04058044175,-0.02979199509,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
scScope,deep,branching_trajectory,Branch,label_neighbor_recall,Same-label,Branch | Same-label,cell_state_support,0.55,0.7779074074,0.0225770856,0.7551851852,0.8086111111,0.4143771044,0.3730639731,0.4702020202,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
scScope,deep,branching_trajectory,Branch,latent_distance_corr,Geometry,Branch | Geometry,truth_geometry,0.45,0.5585448357,0.08380042828,0.4801477254,0.7014074892,0.2412107459,0.06699494538,0.5586833092,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
scScope,deep,branching_trajectory,Branch,pseudotime_distance_corr,Pseudotime,Branch | Pseudotime,continuum_support,0.45,0.3945644157,0.09893691983,0.2267408707,0.4845054762,-0.1231901874,-0.4961313984,0.07667883603,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
scScope,deep,branching_trajectory,Branch,truth_local_retention,Local,Branch | Local,truth_geometry,0.3,0.09318518519,0.010641423,0.08203703704,0.1066666667,-0.689382716,-0.7265432099,-0.6444444444,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
scScope,deep,branching_trajectory,Branch,truth_trustworthiness,Trust,Branch | Trust,truth_geometry,0.9,0.7910558212,0.02243903684,0.7603686434,0.8196563314,-0.1210490875,-0.1551459518,-0.08927074293,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
scScope,deep,dropout_stress,Dropout,label_neighbor_recall,Same-label,Dropout | Same-label,cell_state_support,0.55,0.9746296296,0.007349017552,0.9638888889,0.984537037,0.7720538721,0.7525252525,0.7900673401,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
scScope,deep,dropout_stress,Dropout,latent_distance_corr,Geometry,Dropout | Geometry,truth_geometry,0.45,0.8301983187,0.01107379558,0.8109617783,0.8385494325,0.8448851527,0.8021372852,0.8634431834,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
scScope,deep,dropout_stress,Dropout,truth_local_retention,Local,Dropout | Local,truth_geometry,0.3,0.08407407407,0.006566244686,0.07694444444,0.09416666667,-0.7197530864,-0.7435185185,-0.6861111111,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
scScope,deep,dropout_stress,Dropout,truth_trustworthiness,Trust,Dropout | Trust,truth_geometry,0.9,0.860110314,0.005801908234,0.8529075668,0.8676211542,-0.04432187328,-0.05232492575,-0.03597649539,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
scScope,deep,linear_low_rank,Linear,label_neighbor_recall,Same-label,Linear | Same-label,cell_state_support,0.55,0.9819074074,0.006801491606,0.9707407407,0.987962963,0.7852861953,0.764983165,0.7962962963,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
scScope,deep,linear_low_rank,Linear,latent_distance_corr,Geometry,Linear | Geometry,truth_geometry,0.45,0.8326576173,0.005201860506,0.8258399035,0.8383762383,0.8503502607,0.8351997856,0.8630583074,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
scScope,deep,linear_low_rank,Linear,truth_local_retention,Local,Linear | Local,truth_geometry,0.3,0.08527777778,0.004025382429,0.07925925926,0.08888888889,-0.7157407407,-0.7358024691,-0.7037037037,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
scScope,deep,linear_low_rank,Linear,truth_trustworthiness,Trust,Linear | Trust,truth_geometry,0.9,0.8621609809,0.003667002745,0.8567716138,0.8653891014,-0.04204335453,-0.04803154023,-0.03845655396,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
scScope,deep,nonlinear_manifold,Nonlinear,label_neighbor_recall,Same-label,Nonlinear | Same-label,cell_state_support,0.55,0.8534444444,0.03191728582,0.8116666667,0.8981481481,0.5517171717,0.4757575758,0.632996633,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
scScope,deep,nonlinear_manifold,Nonlinear,latent_distance_corr,Geometry,Nonlinear | Geometry,truth_geometry,0.45,0.5475621444,0.08453283325,0.4580453784,0.6463024653,0.2168047654,0.0178786186,0.4362277006,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
scScope,deep,nonlinear_manifold,Nonlinear,pseudotime_distance_corr,Pseudotime,Nonlinear | Pseudotime,continuum_support,0.45,0.5291810311,0.1299169521,0.3074093716,0.6116381198,0.1759578469,-0.316868063,0.3591958217,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
