dataset_id,method,family,seed,metric,value,k,n_cells,n_pcs_reference,n_definition,threshold,gate_component_pass,gate_name,score_definition,n_unit
heart_cell_atlas_subsampled,scScope,deep,0,local_retention,0.0065916666666666,15.0,8000,50,method-dataset-seed run; cells compute the metric but are not independent replicates,0.3,False,local_neighbourhood_gate,Mean overlap between PCA-reference kNN and embedding kNN.,method-dataset-seed run; cells compute the metric and are not independent replicates
heart_cell_atlas_subsampled,scScope,deep,0,trustworthiness,0.5411692470017968,15.0,8000,50,method-dataset-seed run; cells compute the metric but are not independent replicates,0.9,False,local_neighbourhood_gate,sklearn trustworthiness between PCA-reference coordinates and embedding.,method-dataset-seed run; cells compute the metric and are not independent replicates
heart_cell_atlas_subsampled,scScope,deep,0,label_neighbor_recall,0.222825,15.0,8000,50,method-dataset-seed run; per-cell neighbour labels compute the metric,0.55,False,local_neighbourhood_gate,Mean fraction of same-label cells among embedding neighbours.,method-dataset-seed run; cells compute the metric and are not independent replicates
heart_cell_atlas_subsampled,SAUCIE,deep,0,local_retention,0.0625916666666666,15.0,8000,50,method-dataset-seed run; cells compute the metric but are not independent replicates,0.3,False,local_neighbourhood_gate,Mean overlap between PCA-reference kNN and embedding kNN.,method-dataset-seed run; cells compute the metric and are not independent replicates
heart_cell_atlas_subsampled,SAUCIE,deep,0,trustworthiness,0.8756103516359534,15.0,8000,50,method-dataset-seed run; cells compute the metric but are not independent replicates,0.9,False,local_neighbourhood_gate,sklearn trustworthiness between PCA-reference coordinates and embedding.,method-dataset-seed run; cells compute the metric and are not independent replicates
heart_cell_atlas_subsampled,SAUCIE,deep,0,label_neighbor_recall,0.8579666666666667,15.0,8000,50,method-dataset-seed run; per-cell neighbour labels compute the metric,0.55,True,local_neighbourhood_gate,Mean fraction of same-label cells among embedding neighbours.,method-dataset-seed run; cells compute the metric and are not independent replicates
heart_cell_atlas_subsampled,UMAP,graph,0,local_retention,0.2354666666666666,15.0,8000,50,method-dataset-seed run; cells compute the metric but are not independent replicates,0.3,False,local_neighbourhood_gate,Mean overlap between PCA-reference kNN and embedding kNN.,method-dataset-seed run; cells compute the metric and are not independent replicates
heart_cell_atlas_subsampled,UMAP,graph,0,trustworthiness,0.9669720059755128,15.0,8000,50,method-dataset-seed run; cells compute the metric but are not independent replicates,0.9,True,local_neighbourhood_gate,sklearn trustworthiness between PCA-reference coordinates and embedding.,method-dataset-seed run; cells compute the metric and are not independent replicates
heart_cell_atlas_subsampled,UMAP,graph,0,label_neighbor_recall,0.9503333333333334,15.0,8000,50,method-dataset-seed run; per-cell neighbour labels compute the metric,0.55,True,local_neighbourhood_gate,Mean fraction of same-label cells among embedding neighbours.,method-dataset-seed run; cells compute the metric and are not independent replicates
heart_cell_atlas_subsampled,PHATE,graph,0,local_retention,0.1867,15.0,8000,50,method-dataset-seed run; cells compute the metric but are not independent replicates,0.3,False,local_neighbourhood_gate,Mean overlap between PCA-reference kNN and embedding kNN.,method-dataset-seed run; cells compute the metric and are not independent replicates
heart_cell_atlas_subsampled,PHATE,graph,0,trustworthiness,0.9445504742802224,15.0,8000,50,method-dataset-seed run; cells compute the metric but are not independent replicates,0.9,True,local_neighbourhood_gate,sklearn trustworthiness between PCA-reference coordinates and embedding.,method-dataset-seed run; cells compute the metric and are not independent replicates
heart_cell_atlas_subsampled,PHATE,graph,0,label_neighbor_recall,0.9367916666666666,15.0,8000,50,method-dataset-seed run; per-cell neighbour labels compute the metric,0.55,True,local_neighbourhood_gate,Mean fraction of same-label cells among embedding neighbours.,method-dataset-seed run; cells compute the metric and are not independent replicates
heart_cell_atlas_subsampled,t-SNE,relational,0,local_retention,0.3324916666666667,15.0,8000,50,method-dataset-seed run; cells compute the metric but are not independent replicates,0.3,True,local_neighbourhood_gate,Mean overlap between PCA-reference kNN and embedding kNN.,method-dataset-seed run; cells compute the metric and are not independent replicates
heart_cell_atlas_subsampled,t-SNE,relational,0,trustworthiness,0.983373127951193,15.0,8000,50,method-dataset-seed run; cells compute the metric but are not independent replicates,0.9,True,local_neighbourhood_gate,sklearn trustworthiness between PCA-reference coordinates and embedding.,method-dataset-seed run; cells compute the metric and are not independent replicates
heart_cell_atlas_subsampled,t-SNE,relational,0,label_neighbor_recall,0.9608666666666664,15.0,8000,50,method-dataset-seed run; per-cell neighbour labels compute the metric,0.55,True,local_neighbourhood_gate,Mean fraction of same-label cells among embedding neighbours.,method-dataset-seed run; cells compute the metric and are not independent replicates
heart_cell_atlas_subsampled,PaCMAP,relational,0,local_retention,0.2141583333333333,15.0,8000,50,method-dataset-seed run; cells compute the metric but are not independent replicates,0.3,False,local_neighbourhood_gate,Mean overlap between PCA-reference kNN and embedding kNN.,method-dataset-seed run; cells compute the metric and are not independent replicates
heart_cell_atlas_subsampled,PaCMAP,relational,0,trustworthiness,0.9666119489365258,15.0,8000,50,method-dataset-seed run; cells compute the metric but are not independent replicates,0.9,True,local_neighbourhood_gate,sklearn trustworthiness between PCA-reference coordinates and embedding.,method-dataset-seed run; cells compute the metric and are not independent replicates
heart_cell_atlas_subsampled,PaCMAP,relational,0,label_neighbor_recall,0.9496916666666668,15.0,8000,50,method-dataset-seed run; per-cell neighbour labels compute the metric,0.55,True,local_neighbourhood_gate,Mean fraction of same-label cells among embedding neighbours.,method-dataset-seed run; cells compute the metric and are not independent replicates


